rainfall,temperature,soil_type,land_hectares,yield_tons,crop
933.27,16.75,Red,1.43,12.68,Sorghum
837.41,37.63,Red,1.58,18.78,Pulses
835.78,30.05,Loamy,9.8,40.49,Rice
286.64,29.02,Sandy,7.41,23.21,Cucumber
644.06,38.84,Black,2.33,22.69,Soybean
215.17,15.17,Black,1.79,2.89,Soybean
730.07,24.01,Sandy,6.59,28.71,Cucumber
260.94,20.8,Sandy,9.36,28.64,Watermelon
1052.01,25.07,Loamy,2.18,20.42,Potato
594.59,15.89,Sandy,9.24,30.62,Cucumber
1091.5,18.07,Clay,0.91,18.03,Wheat
1098.62,28.81,Red,9.72,37.45,Pulses
964.0,35.46,Clay,6.92,31.51,Mustard
510.04,21.02,Sandy,3.92,18.22,Maize
1070.41,25.04,Red,0.68,15.9,Sorghum
328.55,17.33,Sandy,2.76,14.3,Watermelon
831.58,39.98,Sandy,0.78,23.12,Peanut
810.67,36.08,Red,8.52,37.51,Millet
736.73,29.6,Loamy,4.95,25.09,Tomato
1158.18,26.5,Red,7.86,33.72,Pulses
1100.42,19.33,Loamy,4.86,24.39,Tomato
1149.6,26.64,Red,3.86,29.14,Groundnut
342.5,27.73,Clay,2.61,18.86,Barley
963.0,27.79,Clay,0.94,17.1,Wheat
982.64,20.9,Sandy,4.47,28.08,Cucumber
207.69,39.39,Clay,6.08,22.18,Wheat
995.02,38.47,Clay,6.38,34.99,Mustard
515.49,28.12,Clay,1.15,25.85,Wheat
675.06,28.52,Red,9.03,31.62,Pulses
887.29,29.44,Sandy,5.75,33.6,Cucumber
297.81,34.31,Clay,3.95,18.43,Lentils
895.1,34.63,Black,4.67,29.79,Chickpeas
718.24,23.22,Clay,8.16,30.42,Barley
549.87,26.79,Black,5.44,28.16,Soybean
798.62,17.44,Sandy,9.38,31.4,Maize
560.35,17.29,Black,9.9,29.55,Chickpeas
720.09,31.57,Black,2.33,21.62,Soybean
801.6,23.02,Loamy,1.71,19.64,Tomato
1015.75,16.07,Red,9.55,34.21,Pulses
507.29,37.02,Red,9.79,33.18,Sorghum
614.22,37.81,Sandy,8.46,30.19,Cucumber
243.41,22.4,Sandy,3.37,16.4,Cucumber
882.82,37.01,Sandy,5.23,32.74,Cucumber
245.4,22.01,Clay,5.68,21.09,Wheat
303.47,19.54,Clay,9.73,29.9,Lentils
478.19,16.96,Red,8.91,27.52,Sorghum
1092.22,26.15,Red,9.41,36.57,Pulses
997.68,20.09,Red,6.78,33.72,Pulses
240.08,30.96,Loamy,3.58,21.85,Sugarcane
489.42,24.44,Black,5.35,25.84,Cotton
203.35,33.71,Black,6.07,27.92,Cotton
1115.16,34.59,Clay,6.79,39.28,Wheat
248.06,38.99,Loamy,2.21,18.81,Potato
366.49,35.72,Black,6.61,25.16,Cotton
1190.58,17.44,Black,3.92,27.39,Chickpeas
1095.7,34.13,Clay,0.56,23.33,Mustard
398.13,19.53,Loamy,9.74,29.27,Rice
353.95,35.48,Black,9.48,31.51,Chickpeas
1185.28,29.33,Sandy,7.72,36.96,Maize
1176.58,23.96,Loamy,1.4,21.28,Rice
828.49,38.84,Sandy,2.67,21.42,Peanut
507.51,16.22,Clay,5.38,20.73,Lentils
603.16,28.07,Red,9.7,36.75,Millet
871.05,19.06,Loamy,5.92,21.79,Potato
314.29,21.35,Sandy,3.27,14.82,Watermelon
1156.73,21.41,Clay,5.32,29.84,Mustard
384.32,39.54,Clay,3.51,20.04,Barley
765.79,30.52,Black,6.37,29.75,Soybean
250.63,28.95,Clay,6.95,24.13,Lentils
524.14,22.97,Loamy,1.35,11.58,Rice
1045.02,29.15,Loamy,3.6,22.84,Potato
612.25,17.87,Clay,6.78,27.7,Barley
651.19,34.68,Red,3.68,19.21,Groundnut
540.4,18.17,Loamy,7.6,26.23,Rice
1051.02,19.23,Red,2.15,24.13,Sorghum
833.76,38.05,Red,5.05,32.74,Millet
681.37,38.46,Black,2.11,24.84,Chickpeas
614.7,38.2,Loamy,5.59,27.28,Rice
1145.6,24.52,Black,1.15,19.94,Chickpeas
771.04,22.97,Sandy,3.19,26.44,Maize
373.22,39.0,Clay,4.82,27.97,Barley
265.41,17.99,Red,8.39,26.1,Millet
843.37,28.59,Loamy,1.84,20.33,Rice
1051.48,32.56,Red,8.83,37.5,Groundnut
554.69,15.03,Sandy,6.01,20.99,Watermelon
265.03,29.58,Loamy,8.36,33.78,Potato
1050.68,17.81,Loamy,4.58,31.21,Sugarcane
772.79,22.08,Sandy,5.32,22.18,Peanut
468.58,24.85,Loamy,8.26,23.8,Rice
408.55,28.55,Black,4.15,17.58,Sunflower
748.4,18.74,Red,1.41,17.57,Groundnut
887.74,33.59,Loamy,9.66,40.94,Rice
712.91,34.22,Loamy,7.71,32.05,Rice
1071.45,38.05,Loamy,5.04,29.22,Sugarcane
1124.03,33.49,Red,2.67,27.63,Groundnut
880.21,19.61,Clay,4.32,20.36,Wheat
822.49,15.39,Sandy,9.68,30.3,Cucumber
1172.09,28.72,Loamy,4.78,28.36,Potato
247.8,22.18,Red,8.25,26.86,Groundnut
222.08,36.75,Sandy,6.59,25.29,Cucumber
742.58,35.98,Red,5.7,30.06,Millet
962.88,15.48,Red,3.83,18.28,Sorghum
485.72,16.25,Clay,1.76,11.08,Lentils
577.29,26.09,Red,4.37,24.22,Pulses
737.11,38.18,Clay,9.06,38.06,Wheat
542.15,29.33,Clay,5.88,26.46,Mustard
609.79,29.54,Sandy,0.81,16.98,Cucumber
432.95,26.5,Red,2.03,21.99,Pulses
233.11,16.24,Red,6.83,19.75,Pulses
959.05,29.61,Red,1.31,24.97,Sorghum
829.89,36.06,Sandy,6.25,31.93,Watermelon
246.57,37.68,Loamy,2.1,13.48,Tomato
262.85,30.7,Loamy,3.71,22.06,Tomato
761.33,16.24,Black,5.2,26.78,Cotton
618.17,38.56,Sandy,9.22,36.0,Maize
624.47,35.52,Loamy,3.77,19.27,Tomato
1115.34,34.05,Black,0.76,25.51,Cotton
473.7,31.82,Red,9.82,36.58,Sorghum
572.91,16.2,Sandy,1.38,13.61,Maize
283.24,39.99,Red,6.57,30.92,Millet
338.33,35.78,Clay,9.0,33.98,Barley
396.07,36.13,Red,2.3,16.39,Groundnut
755.74,20.74,Clay,5.14,20.83,Lentils
665.85,15.62,Red,7.49,27.81,Sorghum
974.5,21.65,Red,8.41,34.04,Pulses
696.72,15.24,Red,7.92,25.79,Sorghum
952.39,23.32,Red,0.7,12.3,Groundnut
213.01,27.37,Clay,7.08,26.52,Lentils
742.57,23.49,Red,7.6,27.45,Groundnut
888.48,35.1,Sandy,5.74,30.09,Peanut
784.63,34.9,Sandy,3.49,26.61,Peanut
913.07,37.44,Red,5.58,29.8,Millet
363.81,23.88,Red,5.74,21.53,Groundnut
268.41,23.01,Black,5.38,17.6,Sunflower
988.6,25.06,Clay,5.27,27.76,Barley
491.29,39.89,Sandy,7.77,29.11,Watermelon
784.25,30.75,Sandy,6.55,35.27,Maize
428.0,33.9,Loamy,3.68,17.75,Sugarcane
538.83,32.63,Black,1.1,14.92,Sunflower
905.67,18.08,Black,2.92,22.13,Sunflower
1006.25,20.45,Black,6.41,27.41,Soybean
1002.53,36.58,Black,9.01,39.2,Sunflower
1143.44,37.93,Clay,7.41,39.74,Barley
554.32,18.92,Loamy,9.62,22.66,Tomato
666.63,29.96,Black,3.49,20.9,Soybean
1034.65,25.63,Clay,2.66,18.43,Wheat
219.96,18.62,Black,4.19,14.38,Sunflower
507.68,24.15,Clay,6.79,27.26,Barley
392.15,36.89,Sandy,4.25,22.82,Maize
820.98,18.33,Clay,0.69,11.29,Mustard
789.17,24.06,Clay,0.98,17.47,Mustard
737.3,24.29,Loamy,4.14,23.46,Rice
859.03,25.81,Red,4.17,23.4,Pulses
592.58,31.01,Red,0.72,16.3,Pulses
950.22,21.73,Black,7.94,28.1,Sunflower
811.69,24.82,Sandy,2.97,23.24,Peanut
847.61,34.03,Black,5.09,24.62,Sunflower
1114.3,27.43,Loamy,8.24,39.32,Tomato
269.31,25.4,Clay,2.16,14.2,Barley
1067.46,23.86,Loamy,1.01,18.74,Rice
825.95,39.56,Black,7.86,31.32,Sunflower
292.62,37.94,Loamy,4.29,28.37,Sugarcane
1107.82,22.36,Clay,3.16,16.7,Mustard
563.0,39.28,Loamy,0.83,17.79,Sugarcane
477.6,36.36,Clay,1.33,19.06,Lentils
443.92,17.16,Black,1.76,15.22,Cotton
909.5,19.19,Red,1.08,19.25,Groundnut
532.51,33.06,Red,3.67,21.21,Pulses
512.38,38.71,Loamy,2.4,27.89,Potato
929.62,36.81,Clay,9.22,37.5,Barley
570.84,29.22,Clay,9.28,29.4,Wheat
465.65,16.21,Loamy,3.58,18.13,Tomato
521.65,15.11,Loamy,2.41,14.68,Sugarcane
844.56,35.11,Black,1.72,27.07,Cotton
786.66,36.22,Loamy,4.64,28.77,Sugarcane
620.93,16.82,Red,8.08,27.88,Millet
595.81,17.67,Sandy,0.97,16.21,Maize
856.22,24.11,Loamy,5.92,27.91,Potato
974.06,34.24,Black,8.21,39.25,Soybean
242.3,26.21,Sandy,2.7,12.29,Maize
700.24,15.72,Clay,8.52,28.38,Mustard
616.44,28.58,Clay,7.13,27.4,Lentils
353.05,15.8,Black,9.61,24.96,Sunflower
662.26,22.41,Sandy,4.63,27.94,Watermelon
808.57,28.44,Sandy,4.99,22.01,Maize
703.74,18.08,Loamy,6.8,28.06,Tomato
206.18,26.34,Loamy,2.92,17.19,Sugarcane
362.05,23.32,Red,6.97,26.82,Millet
661.42,22.8,Black,5.62,21.82,Sunflower
1011.79,22.1,Sandy,1.58,20.97,Maize
916.78,35.04,Black,9.18,34.7,Sunflower
350.63,33.02,Black,7.14,25.19,Sunflower
752.62,28.78,Loamy,8.67,36.26,Tomato
456.12,38.14,Black,8.36,34.9,Soybean
948.21,31.97,Loamy,6.04,32.06,Tomato
332.25,20.21,Red,8.83,26.7,Millet
462.52,19.51,Black,8.25,30.4,Cotton
1044.59,32.91,Black,3.77,26.62,Sunflower
262.19,16.21,Red,8.76,25.88,Millet
455.62,26.79,Black,8.86,33.13,Cotton
767.43,27.41,Black,7.02,26.36,Soybean
932.28,24.28,Loamy,9.73,40.14,Rice
448.41,38.24,Black,8.28,31.46,Chickpeas
1119.27,26.7,Loamy,5.93,33.02,Sugarcane
1068.46,31.2,Clay,8.16,41.52,Wheat
511.68,26.68,Clay,2.2,18.52,Barley
765.29,16.21,Red,2.81,21.71,Millet
860.32,18.03,Clay,5.49,25.0,Lentils
630.62,28.49,Sandy,1.64,16.92,Peanut
950.59,29.94,Loamy,4.01,29.79,Sugarcane
1191.6,24.93,Loamy,9.11,39.52,Sugarcane
991.46,27.98,Red,7.41,34.57,Millet
1102.2,22.74,Black,1.56,24.47,Chickpeas
878.09,30.95,Red,3.09,28.18,Sorghum
856.05,19.74,Red,9.08,33.22,Groundnut
284.68,21.13,Loamy,8.69,25.92,Tomato
943.36,25.93,Sandy,7.61,37.18,Watermelon
428.36,17.69,Red,9.79,30.41,Groundnut
825.58,33.08,Black,6.15,32.29,Chickpeas
809.88,22.56,Red,0.79,20.54,Sorghum
617.49,33.84,Clay,6.37,28.81,Lentils
305.18,21.62,Clay,7.21,22.53,Mustard
301.19,31.6,Red,5.76,23.63,Millet
821.71,31.62,Red,1.61,17.12,Pulses
1047.03,18.36,Clay,5.02,27.55,Wheat
849.69,31.89,Loamy,2.8,18.5,Rice
832.04,22.12,Black,5.38,24.12,Cotton
1119.71,30.62,Loamy,7.85,31.59,Rice
904.06,19.98,Red,0.86,19.52,Groundnut
1039.97,20.39,Clay,4.53,25.51,Wheat
1131.17,37.79,Clay,3.67,29.45,Lentils
784.85,19.72,Red,6.38,25.8,Groundnut
229.67,31.44,Clay,1.75,17.49,Mustard
1054.13,39.95,Sandy,4.1,31.68,Maize
710.48,16.94,Black,3.46,16.25,Sunflower
219.88,22.57,Clay,3.47,14.51,Mustard
370.52,16.32,Black,4.64,17.02,Soybean
1173.34,30.34,Sandy,8.72,39.01,Peanut
346.47,35.01,Black,1.6,13.25,Soybean
842.52,38.44,Red,9.79,42.84,Millet
825.43,18.6,Red,1.53,17.95,Pulses
1071.14,16.12,Clay,2.23,21.22,Wheat
913.71,22.57,Red,6.9,26.41,Sorghum
561.93,31.73,Clay,3.95,22.8,Wheat
1168.27,34.11,Sandy,1.28,20.71,Watermelon
355.89,36.26,Clay,7.22,26.86,Barley
495.4,22.74,Loamy,8.12,28.44,Tomato
658.57,31.63,Clay,0.56,11.95,Mustard
1198.31,39.54,Sandy,2.55,27.56,Maize
412.63,18.64,Loamy,3.38,19.03,Potato
922.71,36.23,Black,7.53,36.78,Chickpeas
502.64,29.22,Sandy,6.84,27.03,Peanut
308.93,25.62,Red,4.25,18.95,Groundnut
848.91,31.93,Black,8.69,33.28,Chickpeas
287.28,28.44,Loamy,5.85,24.83,Rice
737.24,26.6,Sandy,7.1,28.7,Watermelon
720.74,18.35,Clay,5.42,27.25,Barley
750.68,32.57,Sandy,2.53,17.56,Peanut
228.07,17.99,Red,6.84,18.24,Millet
1167.7,29.21,Clay,5.08,29.98,Barley
911.66,39.47,Loamy,4.56,29.87,Tomato
440.59,34.31,Sandy,9.91,35.47,Maize
547.6,25.15,Sandy,8.87,31.11,Peanut
1139.68,24.07,Sandy,9.82,37.79,Peanut
1163.62,31.37,Sandy,8.64,38.22,Watermelon
881.62,34.51,Sandy,7.84,35.58,Cucumber
996.03,23.71,Red,8.18,29.26,Millet
744.19,33.7,Black,8.65,34.61,Cotton
459.61,39.82,Sandy,1.26,14.71,Maize
220.31,39.0,Red,6.84,30.24,Pulses
445.27,39.55,Black,8.75,33.29,Cotton
1104.85,18.03,Red,6.15,27.9,Groundnut
1146.95,18.25,Sandy,6.77,31.79,Maize
1155.25,35.07,Clay,8.69,39.87,Barley
374.76,20.72,Loamy,6.08,22.85,Tomato
563.13,24.01,Clay,0.71,13.43,Mustard
493.56,24.03,Loamy,5.88,27.69,Sugarcane
307.21,37.32,Black,5.15,22.96,Sunflower
200.28,30.75,Black,2.38,15.95,Chickpeas
581.85,31.69,Black,5.1,21.53,Sunflower
928.51,20.82,Red,9.05,33.09,Pulses
731.2,21.29,Red,5.92,30.88,Pulses
976.37,37.77,Sandy,7.58,40.89,Maize
747.66,19.95,Sandy,4.42,20.63,Maize
240.3,27.41,Clay,6.07,18.28,Lentils
307.24,17.82,Red,9.05,29.48,Sorghum
736.97,29.82,Clay,9.85,31.12,Lentils
700.36,35.07,Clay,7.61,39.47,Mustard
815.58,26.8,Black,3.09,18.94,Sunflower
281.43,23.54,Sandy,3.33,17.4,Cucumber
792.57,16.97,Clay,7.27,31.03,Mustard
848.82,18.15,Black,8.61,28.61,Chickpeas
1180.45,25.47,Sandy,9.29,38.78,Maize
324.07,35.64,Clay,7.12,30.6,Wheat
265.99,35.25,Red,6.08,25.59,Sorghum
717.42,19.22,Black,5.06,27.51,Soybean
727.06,30.34,Loamy,1.02,19.74,Tomato
859.61,37.25,Loamy,1.13,16.8,Potato
722.08,25.29,Loamy,8.32,27.78,Rice
617.95,20.96,Clay,3.92,19.77,Mustard
650.77,21.24,Sandy,2.49,19.93,Maize
1057.16,33.27,Clay,2.33,28.09,Mustard
685.0,31.44,Loamy,2.63,24.85,Potato
508.24,29.67,Loamy,9.49,37.44,Potato
436.34,22.64,Black,7.77,30.73,Sunflower
800.34,31.67,Clay,5.45,25.77,Barley
263.69,31.93,Sandy,4.29,23.21,Peanut
274.83,27.13,Red,4.82,24.83,Millet
291.57,24.06,Black,8.96,29.17,Sunflower
331.2,28.53,Red,5.84,20.76,Groundnut
267.47,15.99,Clay,9.43,31.1,Lentils
1180.71,35.48,Clay,2.37,30.59,Barley
871.74,29.0,Loamy,2.6,20.19,Potato
307.13,36.87,Sandy,3.2,16.66,Maize
880.59,15.71,Black,9.02,31.03,Chickpeas
547.26,18.35,Black,1.8,15.89,Soybean
316.08,38.55,Red,4.35,19.26,Sorghum
670.72,27.39,Red,3.67,25.19,Sorghum
1142.54,36.58,Clay,2.49,29.61,Wheat
228.44,37.44,Clay,1.79,17.74,Mustard
716.58,34.59,Loamy,9.63,35.52,Potato
479.76,18.59,Clay,0.86,16.99,Mustard
405.36,27.06,Clay,2.73,13.39,Lentils
410.22,26.98,Loamy,5.88,22.66,Tomato
907.13,36.81,Black,4.51,20.23,Soybean
845.94,17.42,Clay,5.47,21.26,Lentils
491.39,16.11,Sandy,9.6,31.45,Peanut
817.39,22.62,Clay,3.23,23.59,Mustard
1036.9,28.94,Red,7.05,32.94,Pulses
369.31,20.78,Black,1.2,18.1,Sunflower
317.53,35.33,Loamy,2.06,14.93,Rice
253.96,21.06,Black,0.98,13.37,Soybean
337.71,26.69,Sandy,7.7,28.65,Cucumber
473.21,24.85,Clay,8.07,26.74,Barley
840.34,26.13,Sandy,1.19,14.79,Watermelon
346.9,35.68,Clay,8.59,31.28,Lentils
285.3,29.63,Sandy,2.64,17.29,Cucumber
327.58,17.88,Loamy,5.04,15.77,Sugarcane
718.3,21.37,Sandy,8.68,31.09,Peanut
537.0,30.49,Clay,3.02,18.57,Barley
281.62,19.0,Loamy,1.92,15.52,Potato
1038.6,24.85,Clay,5.73,29.42,Lentils
1083.34,17.63,Clay,9.56,37.55,Mustard
798.47,32.39,Clay,5.09,26.83,Lentils
587.74,34.64,Red,7.72,30.82,Sorghum
1125.44,36.23,Red,0.97,23.23,Groundnut
601.14,36.7,Clay,9.13,37.95,Lentils
1188.7,23.54,Sandy,2.66,28.87,Maize
838.37,33.19,Sandy,1.83,26.16,Cucumber
934.59,30.79,Loamy,7.78,35.52,Rice
703.96,16.26,Black,2.79,22.07,Sunflower
327.21,25.52,Red,5.13,18.73,Pulses
334.64,16.32,Black,3.28,15.48,Soybean
291.3,34.62,Loamy,9.98,30.51,Tomato
998.26,25.63,Black,8.66,34.47,Cotton
879.02,37.62,Clay,2.09,19.66,Wheat
954.07,38.19,Sandy,0.97,32.31,Cucumber
1049.98,19.33,Clay,4.91,24.28,Barley
799.67,28.07,Loamy,5.22,23.23,Potato
577.11,39.37,Black,3.84,24.07,Soybean
671.64,25.38,Loamy,9.95,32.02,Potato
627.79,25.59,Sandy,5.86,22.65,Peanut
734.54,19.41,Clay,2.36,19.34,Wheat
234.42,18.93,Loamy,7.27,24.22,Sugarcane
465.93,31.61,Black,6.91,30.72,Soybean
315.38,32.18,Loamy,2.05,19.49,Sugarcane
961.94,15.92,Black,8.78,28.83,Sunflower
983.41,15.15,Sandy,3.13,11.67,Maize
400.35,19.12,Black,6.02,18.82,Cotton
204.19,21.31,Red,8.18,28.14,Pulses
1066.49,19.7,Sandy,6.15,26.82,Cucumber
1198.37,24.04,Red,9.28,36.4,Sorghum
1157.99,25.57,Sandy,1.89,26.16,Peanut
856.21,25.35,Loamy,9.51,30.49,Sugarcane
712.14,27.49,Loamy,0.86,18.8,Tomato
1162.6,33.86,Clay,0.91,24.96,Wheat
409.25,16.24,Sandy,5.19,21.41,Peanut
274.9,18.73,Sandy,3.98,12.99,Cucumber
865.12,37.01,Red,0.6,25.44,Sorghum
1086.61,35.9,Sandy,6.5,39.38,Maize
441.69,30.09,Clay,3.99,23.53,Wheat
840.58,27.27,Red,9.87,41.45,Groundnut
911.28,25.0,Loamy,3.24,20.06,Rice
642.02,24.59,Black,9.46,31.92,Chickpeas
565.88,16.21,Clay,2.91,13.78,Wheat
931.3,27.6,Clay,3.21,26.01,Wheat
950.47,31.58,Sandy,3.08,28.78,Maize
774.13,25.21,Sandy,0.94,22.9,Cucumber
1094.13,31.59,Black,8.24,38.12,Sunflower
955.32,15.51,Clay,2.53,24.12,Barley
1000.01,26.11,Sandy,0.81,17.39,Cucumber
618.53,25.38,Sandy,5.99,22.17,Maize
664.8,15.68,Loamy,7.09,22.61,Potato
950.59,27.85,Loamy,2.85,23.6,Potato
274.29,20.92,Clay,5.82,20.35,Barley
297.11,33.5,Black,9.9,38.04,Chickpeas
444.84,28.82,Sandy,4.32,20.28,Cucumber
756.87,23.83,Clay,9.3,35.72,Lentils
927.09,25.22,Loamy,8.09,35.2,Tomato
846.58,23.34,Clay,7.74,32.61,Mustard
729.84,15.77,Red,9.87,30.09,Sorghum
493.09,19.17,Clay,8.73,30.89,Mustard
419.62,39.75,Loamy,5.95,27.49,Potato
385.75,18.64,Black,0.79,13.14,Soybean
1110.02,21.28,Loamy,3.39,28.2,Potato
1182.05,22.82,Clay,4.42,25.0,Barley
461.34,29.7,Clay,5.75,27.37,Lentils
945.87,25.47,Loamy,3.09,23.03,Tomato
851.5,39.63,Clay,5.86,34.14,Mustard
993.52,26.01,Sandy,8.84,40.02,Cucumber
888.07,20.58,Red,3.39,20.26,Sorghum
281.69,30.2,Clay,1.85,13.89,Lentils
525.57,18.69,Red,5.77,21.29,Pulses
820.04,15.98,Clay,7.1,30.12,Lentils
677.63,31.87,Sandy,5.22,26.2,Maize
1191.15,30.18,Sandy,6.07,35.29,Cucumber
1169.68,30.87,Black,9.33,36.15,Cotton
438.08,34.64,Clay,1.17,14.35,Barley
1143.97,39.79,Black,6.75,35.7,Sunflower
1029.58,32.68,Clay,5.97,28.86,Barley
1003.54,34.65,Loamy,4.3,26.7,Potato
1100.4,28.31,Sandy,2.55,23.22,Cucumber
493.98,30.41,Red,2.9,15.97,Groundnut
200.27,17.97,Loamy,3.34,11.67,Tomato
664.01,35.78,Clay,4.95,26.36,Barley
388.07,30.69,Red,0.95,17.41,Sorghum
524.62,31.85,Loamy,7.94,34.7,Tomato
690.2,30.28,Sandy,7.58,29.57,Cucumber
624.52,31.82,Loamy,7.79,30.28,Sugarcane
324.27,19.78,Clay,2.21,18.81,Mustard
368.71,35.86,Black,6.91,32.39,Soybean
639.15,35.59,Red,5.0,23.14,Millet
378.32,39.05,Sandy,5.37,30.14,Watermelon
1025.73,17.85,Loamy,9.58,29.33,Tomato
1050.19,37.62,Red,9.64,40.28,Groundnut
921.05,30.29,Red,3.17,25.11,Pulses
909.77,16.61,Sandy,3.14,20.48,Cucumber
556.0,15.29,Red,9.46,27.19,Groundnut
764.58,16.09,Sandy,8.34,30.43,Peanut
439.44,22.46,Loamy,4.88,16.38,Potato
1159.1,35.33,Red,4.19,32.11,Groundnut
246.69,15.06,Red,9.56,24.93,Sorghum
635.24,20.7,Red,0.6,15.6,Pulses
387.94,28.38,Red,8.33,26.17,Sorghum
942.15,26.68,Black,3.81,23.63,Chickpeas
688.46,31.7,Sandy,0.93,19.56,Maize
989.85,33.46,Red,3.83,25.24,Groundnut
771.93,25.22,Clay,5.46,22.97,Lentils
696.53,21.88,Red,0.95,12.11,Sorghum
999.44,26.55,Black,6.6,31.52,Soybean
321.44,36.99,Red,3.45,25.2,Pulses
694.06,20.17,Sandy,7.47,27.85,Peanut
1051.15,32.63,Clay,8.99,45.4,Wheat
1042.74,29.71,Loamy,1.65,26.37,Potato
451.11,22.75,Clay,4.9,20.8,Barley
664.19,15.09,Black,9.76,22.45,Soybean
293.5,20.48,Clay,5.14,17.31,Barley
873.3,37.27,Red,2.26,20.31,Millet
910.64,22.79,Black,7.66,34.52,Chickpeas
407.11,27.31,Black,1.1,13.28,Cotton
659.67,21.32,Red,6.72,26.6,Pulses
960.72,16.69,Black,1.31,20.98,Chickpeas
258.41,27.93,Black,3.99,18.5,Cotton
448.52,16.62,Clay,9.66,33.17,Mustard
895.92,19.43,Black,2.47,18.39,Sunflower
400.38,32.19,Clay,2.95,22.29,Lentils
294.89,17.46,Clay,5.27,16.97,Lentils
989.75,39.77,Clay,7.33,39.16,Wheat
691.4,37.23,Loamy,2.42,20.5,Tomato
486.74,39.86,Clay,1.65,25.79,Lentils
865.27,20.78,Black,8.36,25.55,Cotton
885.4,22.1,Black,8.33,32.95,Soybean
562.64,35.06,Sandy,9.43,38.89,Watermelon
1021.8,23.7,Red,2.49,20.45,Groundnut
779.67,26.41,Black,1.61,15.7,Sunflower
1034.34,34.13,Loamy,4.42,25.89,Rice
683.53,38.12,Clay,9.72,38.95,Barley
914.42,23.08,Clay,5.92,25.47,Wheat
332.77,24.78,Loamy,7.64,19.19,Rice
494.13,30.22,Red,5.76,28.24,Millet
879.77,29.94,Clay,5.8,26.71,Lentils
851.64,18.23,Black,0.61,13.42,Chickpeas
377.92,38.79,Sandy,0.72,18.86,Peanut
1114.55,29.49,Black,7.15,25.38,Soybean
881.04,25.71,Black,5.12,24.88,Sunflower
405.51,20.34,Loamy,3.53,16.77,Sugarcane
1044.09,38.33,Black,3.54,27.91,Sunflower
389.91,27.7,Red,3.08,20.18,Sorghum
355.01,39.92,Loamy,5.53,23.37,Potato
229.12,18.0,Clay,7.09,26.95,Mustard
837.17,27.41,Black,3.61,19.72,Cotton
457.18,37.95,Clay,0.69,16.16,Mustard
1011.15,16.03,Black,1.32,15.83,Cotton
241.7,30.43,Sandy,2.02,18.97,Maize
986.22,34.21,Clay,9.09,35.86,Lentils
460.99,16.44,Sandy,7.46,25.19,Maize
271.75,38.25,Loamy,7.01,24.35,Sugarcane
260.21,36.86,Black,3.54,21.17,Soybean
791.55,26.38,Sandy,6.37,24.09,Cucumber
438.75,35.06,Black,4.32,26.35,Cotton
904.13,16.47,Black,1.54,18.99,Soybean
639.42,17.75,Loamy,2.98,20.05,Tomato
688.7,39.89,Black,2.04,20.89,Soybean
584.55,23.69,Loamy,3.62,17.94,Rice
450.8,19.33,Sandy,3.26,20.48,Cucumber
545.07,25.22,Sandy,2.54,17.82,Cucumber
313.38,33.28,Clay,6.54,26.86,Wheat
805.69,28.2,Loamy,9.29,38.46,Rice
254.39,28.24,Red,8.85,27.87,Pulses
726.77,22.04,Loamy,8.67,32.22,Potato
344.61,37.41,Red,7.56,35.85,Millet
791.15,34.13,Sandy,6.25,27.76,Watermelon
678.75,22.29,Black,1.58,20.76,Soybean
240.64,37.19,Red,3.11,23.55,Groundnut
361.56,29.9,Sandy,7.34,28.4,Cucumber
1020.23,21.29,Red,8.38,39.08,Pulses
422.44,27.17,Black,9.93,29.06,Chickpeas
782.14,26.46,Black,5.67,30.01,Chickpeas
742.67,38.63,Red,0.76,18.11,Groundnut
959.96,19.56,Loamy,1.94,20.26,Rice
900.88,15.74,Loamy,5.46,21.1,Sugarcane
422.96,26.56,Red,3.83,13.69,Groundnut
347.96,17.4,Black,1.67,9.3,Cotton
780.92,21.05,Clay,1.61,16.06,Wheat
353.56,19.37,Sandy,7.16,27.27,Peanut
433.45,20.23,Loamy,6.69,23.92,Potato
1127.36,39.7,Loamy,1.05,24.02,Sugarcane
1071.43,27.37,Black,6.68,34.65,Sunflower
380.14,30.89,Black,9.29,30.46,Chickpeas
792.31,29.48,Loamy,4.54,25.16,Sugarcane
713.25,22.58,Black,2.31,16.08,Cotton
393.84,38.49,Clay,2.62,20.44,Lentils
886.45,18.71,Loamy,0.65,13.52,Sugarcane
1068.65,27.87,Red,6.28,31.94,Sorghum
296.14,21.65,Clay,1.69,8.34,Barley
1140.0,38.98,Clay,9.0,38.59,Mustard
234.74,17.03,Clay,1.32,5.73,Wheat
597.26,29.07,Red,2.89,19.54,Groundnut
992.63,34.27,Black,0.95,27.13,Chickpeas
826.7,37.84,Sandy,5.4,30.26,Cucumber
453.61,38.57,Black,2.57,22.06,Chickpeas
1097.25,15.89,Red,6.58,30.73,Groundnut
1149.87,33.36,Sandy,0.58,23.05,Cucumber
272.23,20.74,Loamy,4.57,17.3,Sugarcane
729.99,15.39,Red,6.04,23.77,Sorghum
228.0,28.09,Black,8.44,27.33,Soybean
639.58,25.82,Clay,6.79,24.42,Wheat
274.92,18.39,Red,1.03,13.57,Sorghum
711.25,35.36,Black,3.11,21.8,Sunflower
1123.8,19.68,Loamy,7.09,37.46,Sugarcane
926.36,31.38,Black,8.69,36.16,Cotton
